1.49968021933;[0];1;1;0.696706709347;0.7173560909;0.0
1.49872142282;[1];6;1;0.696706709347;0.7173560909;2.4
1.0;[0, 1];4;2;0.1699671429;0.985449729988;0.0
1.0;[0, 1];2;4;1.0;0.0;0.0
1.06832080215;[0, 7];2;3;0.696706709347;0.7173560909;2.7
1.0;[0, 7];6;4;1.0;0.0;0.0
1.06874498784;[1, 7];3;3;0.696706709347;0.7173560909;1.6
1.0;[1, 7];5;4;1.0;0.0;0.0
1.0;[0, 1, 7];2;4;0.1699671429;0.985449729988;0.0
1.0;[0, 1, 7];5;5;1.0;0.0;0.0
1.3523249149;[0, 6];1;2;0.696706709347;0.7173560909;2.7
1.0;[0, 6];6;3;1.0;0.0;0.0
1.3531157558;[1, 6];2;2;0.696706709347;0.7173560909;1.2
1.0;[1, 6];1;4;1.0;0.0;0.0
1.28785459145;[0, 1, 6];5;3;0.696706709347;0.7173560909;2.4
1.0;[0, 1, 6];4;5;1.0;0.0;0.0
1.0;[0, 1, 6];7;6;1.0;0.0;0.0
1.0;[0, 6, 7];3;4;1.0;0.0;0.0
1.0;[0, 6, 7];2;6;1.0;0.0;0.0
1.28830550798;[1, 6, 7];5;3;0.696706709347;0.7173560909;1.9
1.0;[1, 6, 7];2;5;1.0;0.0;0.0
1.0;[1, 6, 7];7;6;1.0;0.0;0.0
1.00795783813;[0, 1, 6, 7];5;5;0.696706709347;0.7173560909;2.2
1.0;[0, 1, 6, 7];2;7;1.0;0.0;0.0
1.0;[0, 1, 6, 7];5;8;1.0;0.0;0.0
1.0;[0, 5];4;3;1.0;0.0;0.0
1.0;[0, 5];7;4;1.0;0.0;0.0
1.0;[1, 5];5;3;1.0;0.0;0.0
1.37150831545;[0, 1, 5];2;3;0.696706709347;0.7173560909;0.6
1.15434635101;[0, 1, 5];6;4;0.696706709347;0.7173560909;2.6
1.0;[0, 1, 5];5;6;1.0;0.0;0.0
1.1665423158;[0, 5, 7];6;3;0.696706709347;0.7173560909;0.0
1.0;[0, 5, 7];6;5;1.0;0.0;0.0
1.16648904956;[1, 5, 7];2;3;0.696706709347;0.7173560909;0.8
1.0;[1, 5, 7];7;4;1.0;0.0;0.0
1.0;[1, 5, 7];3;6;1.0;0.0;0.0
1.17602183723;[0, 1, 5, 7];6;4;0.696706709347;0.7173560909;2.7
1.0;[0, 1, 5, 7];3;6;1.0;0.0;0.0
1.0;[0, 1, 5, 7];1;8;1.0;0.0;0.0
1.28778619898;[0, 5, 6];5;3;0.696706709347;0.7173560909;3.1
1.0;[0, 5, 6];3;5;1.0;0.0;0.0
1.37230147174;[1, 5, 6];2;3;0.696706709347;0.7173560909;1.0
1.0;[1, 5, 6];7;4;1.0;0.0;0.0
1.0;[1, 5, 6];5;6;1.0;0.0;0.0
1.09986502425;[0, 1, 5, 6];2;5;0.696706709347;0.7173560909;0.8
1.0;[0, 1, 5, 6];1;7;1.0;0.0;0.0
1.0;[0, 1, 5, 6];7;8;1.0;0.0;0.0
1.0;[0, 5, 6, 7];6;5;1.0;0.0;0.0
1.0;[0, 5, 6, 7];4;7;1.0;0.0;0.0
1.09549105038;[1, 5, 6, 7];3;4;0.696706709347;0.7173560909;1.4
1.0;[1, 5, 6, 7];2;6;1.0;0.0;0.0
1.0;[1, 5, 6, 7];5;7;1.0;0.0;0.0
1.09977982263;[0, 1, 5, 6, 7];4;5;0.696706709347;0.7173560909;1.6
1.02900674633;[0, 1, 5, 6, 7];1;7;0.696706709347;0.7173560909;2.7
1.0;[0, 1, 5, 6, 7];5;8;1.0;0.0;0.0
1.0;[0, 1, 5, 6, 7];1;10;1.0;0.0;0.0
1.49968021933;[0, 4];6;2;0.696706709347;0.7173560909;0.0
1.0;[0, 4];7;3;1.0;0.0;0.0
1.3523249149;[1, 4];6;2;0.696706709347;0.7173560909;2.7
1.0;[1, 4];2;4;1.0;0.0;0.0
1.165945277;[0, 1, 4];7;3;0.696706709347;0.7173560909;2.7
1.0;[0, 1, 4];3;5;1.0;0.0;0.0
1.37238732814;[0, 4, 7];2;3;0.696706709347;0.7173560909;2.9
