1.49968021933;[0];1;1;0.696706709347;0.7173560909;0.0
1.49860465219;[1];3;1;0.696706709347;0.7173560909;1.3
1.11099257266;[0, 1];4;2;0.696706709347;0.7173560909;2.5
1.0;[0, 1];1;4;1.0;0.0;0.0
1.0;[0, 6];3;3;1.0;0.0;0.0
1.44978735663;[1, 6];3;2;0.696706709347;0.7173560909;1.6
1.0;[1, 6];5;4;1.0;0.0;0.0
1.1557553334;[0, 1, 6];6;4;0.696706709347;0.7173560909;0.0
1.31061632669;[0, 5];6;2;0.696706709347;0.7173560909;0.4
1.0;[0, 5];3;4;1.0;0.0;0.0
1.04112802859;[1, 5];3;3;0.696706709347;0.7173560909;0.9
1.23530195812;[0, 1, 5];1;3;0.696706709347;0.7173560909;3.1
1.0;[0, 1, 5];1;5;1.0;0.0;0.0
1.0;[0, 1, 5];6;6;1.0;0.0;0.0
1.02466406534;[0, 5, 6];1;5;0.696706709347;0.7173560909;2.7
1.23546257381;[1, 5, 6];2;3;0.696706709347;0.7173560909;1.4
1.0;[1, 5, 6];1;5;1.0;0.0;0.0
1.2805697597;[0, 1, 5, 6];1;4;0.696706709347;0.7173560909;2.9
1.02049360805;[0, 1, 5, 6];1;6;0.696706709347;0.7173560909;2.9
1.0;[0, 1, 5, 6];2;8;1.0;0.0;0.0
1.0;[0, 4];1;3;1.0;0.0;0.0
1.31152125526;[1, 4];3;2;0.696706709347;0.7173560909;1.8
1.0;[1, 4];6;3;1.0;0.0;0.0
1.15573866552;[0, 1, 4];5;4;0.696706709347;0.7173560909;2.7
1.23548361485;[0, 4, 6];3;3;0.696706709347;0.7173560909;2.3
1.0;[0, 4, 6];3;5;1.0;0.0;0.0
1.09241221147;[1, 4, 6];1;3;0.696706709347;0.7173560909;2.7
1.0;[1, 4, 6];2;5;1.0;0.0;0.0
1.17659209658;[0, 1, 4, 6];1;4;0.696706709347;0.7173560909;3.0
